CustomerID,recency,frequency,monetary,r_score,f_score,m_score,fm_score,rfm_segment
15127,66,1,406.53000000000003,3,3,2,3,Potential Loyalists
15128,61,0.66666666666666663,1408.6,3,2,4,3,Potential Loyalists
15129,51,1.2222222222222223,3330.0499999999997,3,5,5,5,Loyal Customers
15130,170,1,330.11,2,3,2,3,Customers Needing Attention
15132,19,0.55555555555555558,977.93000000000006,4,2,4,3,Potential Loyalists
15133,128,0.42857142857142855,965.42000000000007,2,1,4,3,Customers Needing Attention
15134,15,1,1387.9900000000002,4,3,4,4,Loyal Customers
15135,240,1,139.04999999999998,1,3,1,2,Hibernating
15136,3,1,1286.7000000000003,5,3,4,4,Champions
15139,240,0.5,178.96000000000004,1,1,1,1,Lost
15140,53,0.875,2262.6500000000005,3,3,5,4,Loyal Customers
15142,47,1,498.74,3,3,3,3,Potential Loyalists
15143,226,1,239.55,1,3,2,3,At Risk
15144,9,1.4166666666666667,6421.6400000000012,5,5,5,5,Champions
15145,5,0.44444444444444442,945.13,5,1,4,3,Loyal Customers
15146,165,0.4,1299.7600000000004,2,1,4,3,Customers Needing Attention
15147,241,1,484.9,1,3,3,3,At Risk
15148,11,1,301.28999999999996,5,3,2,3,Loyal Customers
15149,134,1,420.15,2,3,2,3,Customers Needing Attention
15150,18,1.1111111111111112,4883.77,4,5,5,5,Champions
15152,10,2.1666666666666665,4253.8899999999994,5,5,5,5,Champions
15153,32,1,279.9,4,3,2,3,Potential Loyalists
15154,76,1,224.21999999999997,2,3,2,3,Customers Needing Attention
15156,2,1.5,794.19,5,5,3,4,Champions
15157,4,0.23076923076923078,1811.2700000000004,5,1,4,3,Loyal Customers
15158,46,1,401.40000000000009,3,3,2,3,Potential Loyalists
15159,2,2.1538461538461537,16584.16,5,5,5,5,Champions
15160,358,1,158.16000000000003,1,3,1,2,Hibernating
15163,19,0.2857142857142857,287.47,4,1,2,2,Potential Loyalists
15164,69,0.3,785.49999999999989,3,1,3,2,Customers Needing Attention
15165,374,1,426.3,1,3,2,3,At Risk
15167,321,1,154.49999999999997,1,3,1,2,Hibernating
15168,26,1,106.56,4,3,1,2,Potential Loyalists
15171,332,1,1289.5,1,3,4,4,Cant Lose Them
15172,9,0.55555555555555558,1579.2,5,2,4,3,Loyal Customers
15174,323,1,135.75,1,3,1,2,Hibernating
15175,72,1,224.14000000000007,3,3,2,3,Potential Loyalists
15178,261,1,40.5,1,3,1,2,Hibernating
15179,19,0.45454545454545453,2093.3500000000004,4,1,5,3,Potential Loyalists
15180,368,1,87.5,1,3,1,2,Hibernating
15181,67,0.375,450.68,3,1,3,2,Customers Needing Attention
15182,155,0.4,605.85000000000014,2,1,3,2,Customers Needing Attention
15184,30,0.33333333333333331,288.01,4,1,2,2,Potential Loyalists
15185,71,1,230.72000000000006,3,3,2,3,Potential Loyalists
15186,15,0.33333333333333331,385.90999999999997,4,1,2,2,Potential Loyalists
15187,2,1.625,3267.0799999999995,5,5,5,5,Champions
15189,2,3.4166666666666665,12590.64,5,5,5,5,Champions
15192,120,0.33333333333333331,1004.52,2,1,4,3,Customers Needing Attention
15193,61,1,367.37000000000006,3,3,2,3,Potential Loyalists
15194,4,1.1538461538461537,7133.53,5,5,5,5,Champions
15195,3,1,3861,5,3,5,4,Champions
15197,11,0.25,634.70999999999992,5,1,3,2,Potential Loyalists
15198,93,1,193.64,2,3,1,2,Customers Needing Attention
15199,60,0.44444444444444442,1183.6999999999998,3,1,4,3,Potential Loyalists
15201,88,0.83333333333333337,1236.5400000000002,2,3,4,4,At Risk
15203,26,0.6,1827.8000000000002,4,2,4,3,Potential Loyalists
15204,358,1,248.57999999999998,1,3,2,3,At Risk
15205,86,1,469.59,2,3,3,3,Customers Needing Attention
15206,11,0.44444444444444442,420.29999999999995,5,1,2,2,Potential Loyalists
15208,2,0.38461538461538464,607.56999999999994,5,1,3,2,Potential Loyalists
15210,226,1,245.28,1,3,2,3,At Risk
15211,61,0.18181818181818182,670.91000000000008,3,1,3,2,Customers Needing Attention
15212,242,1,61.999999999999993,1,3,1,2,Hibernating
15213,319,2,328.34999999999991,1,5,2,4,Cant Lose Them
15214,2,0.88888888888888884,1576.9400000000003,5,3,4,4,Champions
15215,47,1.5,573.74000000000012,3,5,3,4,Loyal Customers
15216,88,1,96.6,2,3,1,2,Customers Needing Attention
15218,11,1,5490.4900000000007,5,3,5,4,Champions
15219,177,1,152.8,2,3,1,2,Customers Needing Attention
15220,52,0.75,1707.2100000000005,3,2,4,3,Potential Loyalists
15221,367,1,162.60000000000002,1,3,1,2,Hibernating
15222,319,1,585,1,3,3,3,At Risk
15223,226,2,444.55000000000007,1,5,3,4,Cant Lose Them
15224,359,2,244.13,1,5,2,4,Cant Lose Them
15225,235,1,392.40000000000009,1,3,2,3,At Risk
15226,311,1,128.91,1,3,1,2,Hibernating
15227,37,0.45454545454545453,1002.8999999999999,3,1,4,3,Potential Loyalists
15228,67,0.44444444444444442,3192.61,3,1,5,3,Potential Loyalists
15230,240,2,429.6,1,5,3,4,Cant Lose Them
15232,114,1,612.06,2,3,3,3,Customers Needing Attention
15234,277,1,197,1,3,1,2,Hibernating
15235,218,2,2142.71,1,5,5,5,Cant Lose Them
15236,299,1,321.05,1,3,2,3,At Risk
15237,2,0.44444444444444442,1308.7200000000005,5,1,4,3,Loyal Customers
15238,30,0.5,946.99000000000012,4,1,4,3,Potential Loyalists
15239,11,0.66666666666666663,763.59,5,2,3,3,Loyal Customers
15240,45,0.55555555555555558,1671.92,3,2,4,3,Potential Loyalists
15241,67,1,1578.4899999999998,3,3,4,4,Loyal Customers
15243,75,1,316.68,2,3,2,3,Customers Needing Attention
15244,66,0.2857142857142857,597.56999999999994,3,1,3,2,Customers Needing Attention
15245,135,0.6,2481.84,2,2,5,4,At Risk
15246,239,0.4,481.5,1,1,3,2,Hibernating
15247,123,1,356,2,3,2,3,Customers Needing Attention
15249,32,1.4444444444444444,6613.76,4,5,5,5,Champions
15251,10,1.375,9635.74,5,5,5,5,Champions
15252,37,0.33333333333333331,740.78,3,1,3,2,Customers Needing Attention
15253,17,0.83333333333333337,908.25,4,3,4,4,Loyal Customers
15254,128,1,300.36000000000007,2,3,2,3,Customers Needing Attention
15255,67,1,865.34999999999991,3,3,4,4,Loyal Customers
15256,149,1,98.45,2,3,1,2,Customers Needing Attention
15257,284,1,40.2,1,3,1,2,Hibernating
15258,169,1,466.26000000000005,2,3,3,3,Customers Needing Attention
15260,101,0.77777777777777779,1669.17,2,3,4,4,At Risk
15261,136,1,254.82000000000002,2,3,2,3,Customers Needing Attention
15262,324,1,161.95000000000002,1,3,1,2,Hibernating
15263,107,1,139.51,2,3,1,2,Customers Needing Attention
15264,65,1,393.74000000000007,3,3,2,3,Potential Loyalists
15265,152,0.5,1320.42,2,1,4,3,Customers Needing Attention
15266,339,1,79.5,1,3,1,2,Hibernating
15267,23,0.83333333333333337,1717.36,4,3,4,4,Loyal Customers
15269,24,1,118.80000000000001,4,3,1,2,Potential Loyalists
15270,16,0.7,2004.4900000000002,4,2,5,4,Loyal Customers
15271,8,1.1538461538461537,2261.5699999999997,5,5,5,5,Champions
15272,58,1,575.79,3,3,3,3,Potential Loyalists
15274,5,1,716.56999999999994,5,3,3,3,Loyal Customers
15275,38,1,547.39,3,3,3,3,Potential Loyalists
15276,67,1,126.81000000000002,3,3,1,2,Customers Needing Attention
15277,47,1,255.89999999999998,3,3,2,3,Potential Loyalists
15279,355,1,260.61,1,3,2,3,At Risk
15280,173,1,113.12,2,3,1,2,Customers Needing Attention
15281,59,0.9,2118.6,3,3,5,4,Loyal Customers
15286,50,1,240.55,3,3,2,3,Potential Loyalists
15287,23,0.66666666666666663,486.69000000000005,4,2,3,3,Potential Loyalists
15288,44,0.45454545454545453,2074.12,3,1,5,3,Potential Loyalists
15289,30,0.375,939.78000000000009,4,1,4,3,Potential Loyalists
15290,5,1.3846153846153846,6794.77,5,5,5,5,Champions
15291,26,1.1666666666666667,4320.7,4,5,5,5,Champions
15292,202,1,130.14000000000001,1,3,1,2,Hibernating
15296,51,0.6,3078.7099999999991,3,2,5,4,Loyal Customers
15297,11,1.5,624.94,5,5,3,4,Champions
15298,3,0.92307692307692313,4540.1999999999989,5,3,5,4,Champions
15299,68,0.54545454545454541,3907.01,3,2,5,4,Loyal Customers
15300,65,1,454.43999999999988,3,3,3,3,Potential Loyalists
15301,51,1.0909090909090908,4745.65,3,5,5,5,Loyal Customers
15303,291,1,459.72,1,3,3,3,At Risk
15304,61,0.45454545454545453,242.60000000000002,3,1,2,2,Customers Needing Attention
15306,65,0.75,1002.7,3,2,4,3,Potential Loyalists
15307,96,1,135.1,2,3,1,2,Customers Needing Attention
15308,275,1,248.07,1,3,2,3,At Risk
15311,1,7,59178.000000000007,5,5,5,5,Champions
15312,76,0.4,924.85000000000014,2,1,4,3,Customers Needing Attention
15313,111,1,52,2,3,1,2,Customers Needing Attention
15314,200,1,327.97,1,3,2,3,At Risk
15315,65,0.66666666666666663,570.5,3,2,3,3,Potential Loyalists
15316,327,1,165,1,3,1,2,Hibernating
15318,4,1,312.62,5,3,2,3,Loyal Customers
15319,284,1,145,1,3,1,2,Hibernating
15320,45,1,258.63,3,3,2,3,Potential Loyalists
15321,71,0.375,2539.3600000000006,3,1,5,3,Potential Loyalists
15322,86,1,635.87999999999988,2,3,3,3,Customers Needing Attention
15325,104,1,162.28999999999991,2,3,1,2,Customers Needing Attention
15326,334,1,311.71,1,3,2,3,At Risk
15327,53,1,125.10000000000002,3,3,1,2,Customers Needing Attention
15329,40,0.6,895.15000000000009,3,2,4,3,Potential Loyalists
15330,33,1,714.96,4,3,3,3,Potential Loyalists
15332,367,4,1661.06,1,5,4,5,Cant Lose Them
15333,209,1,1028.56,1,3,4,4,Cant Lose Them
15334,157,1.5,341.71999999999997,2,5,2,4,At Risk
15335,54,1,165.47000000000003,3,3,1,2,Customers Needing Attention
15339,67,0.2,557.06999999999994,3,1,3,2,Customers Needing Attention
15341,81,1,2020.52,2,3,5,4,At Risk
15342,130,1,391.13999999999993,2,3,2,3,Customers Needing Attention
15343,88,1,250.70000000000005,2,3,2,3,Customers Needing Attention
15344,1,0.75,244.64000000000001,5,2,2,2,Potential Loyalists
15345,46,1,230.39,3,3,2,3,Potential Loyalists
15346,333,1,252.42000000000004,1,3,2,3,At Risk
15347,367,1,201.59999999999997,1,3,1,2,Hibernating
15348,73,1,158.03999999999996,2,3,1,2,Customers Needing Attention
15349,159,1,421.50999999999993,2,3,2,3,Customers Needing Attention
15350,374,1,115.65,1,3,1,2,Hibernating
15351,13,0.58333333333333337,1862.7599999999998,5,2,5,4,Champions
15353,255,0.5,555.17,1,1,3,2,Hibernating
15355,30,1,277.05,4,3,2,3,Potential Loyalists
15356,32,0.83333333333333337,2737.6499999999996,4,3,5,4,Loyal Customers
15358,5,1.6923076923076923,8049.3000000000011,5,5,5,5,Champions
15360,40,1,427.92999999999995,3,3,3,3,Potential Loyalists
15361,362,1,418.92000000000007,1,3,2,3,At Risk
15363,373,1,326,1,3,2,3,At Risk
15364,96,0.2857142857142857,913.19000000000017,2,1,4,3,Customers Needing Attention
15365,26,0.63636363636363635,2147.5200000000004,4,2,5,4,Loyal Customers
15366,76,0.2,566.06000000000006,2,1,3,2,Customers Needing Attention
15367,58,0.5,1772.4899999999998,3,1,4,3,Potential Loyalists
15368,22,1,446.94000000000005,4,3,3,3,Potential Loyalists
15370,60,0.6,1624.8000000000002,3,2,4,3,Potential Loyalists
15372,138,1,2007.4,2,3,5,4,At Risk
15373,9,0.76923076923076927,1559.51,5,3,4,4,Champions
15374,129,1,117,2,3,1,2,Customers Needing Attention
15376,41,0.5,1123.4100000000003,3,1,4,3,Potential Loyalists
15379,170,1,3421.8900000000008,2,3,5,4,At Risk
15380,9,0.38461538461538464,1451.8600000000001,5,1,4,3,Loyal Customers
15381,269,1,282.3,1,3,2,3,At Risk
15382,15,0.6,5665.3599999999988,4,2,5,4,Loyal Customers
15384,170,0.2857142857142857,622.50999999999988,2,1,3,2,Customers Needing Attention
15385,41,1,316.88,3,3,2,3,Potential Loyalists
15386,187,1,394.14000000000004,1,3,2,3,At Risk
15388,271,1,140.54,1,3,1,2,Hibernating
15389,173,1,500,2,3,3,3,Customers Needing Attention
15392,5,0.30769230769230771,1488.73,5,1,4,3,Loyal Customers
15393,17,0.22222222222222221,231.86,4,1,2,2,Potential Loyalists
15394,10,0.33333333333333331,1809.5900000000004,5,1,4,3,Loyal Customers
15395,326,1,90.450000000000017,1,3,1,2,Hibernating
15396,113,1,220.18,2,3,2,3,Customers Needing Attention
15397,290,1,94,1,3,1,2,Hibernating
15398,17,0.66666666666666663,1300.1299999999999,4,2,4,3,Potential Loyalists
15399,2,0.75,815.7700000000001,5,2,3,3,Loyal Customers
15400,93,0.7142857142857143,716.20000000000016,2,2,3,3,Customers Needing Attention
15402,149,0.66666666666666663,606.86999999999989,2,2,3,3,Customers Needing Attention
15405,190,1,247.1,1,3,2,3,At Risk
15406,32,0.2,388.6099999999999,4,1,2,2,Potential Loyalists
15407,34,0.4,758.73999999999978,3,1,3,2,Customers Needing Attention
15408,265,1,169.68,1,3,1,2,Hibernating
15410,85,1.1428571428571428,2990.3900000000003,2,5,5,5,At Risk
15411,27,0.66666666666666663,1231.1799999999998,4,2,4,3,Potential Loyalists
15412,172,1,80.029999999999987,2,3,1,2,Customers Needing Attention
15414,10,0.375,759.9,5,1,3,2,Potential Loyalists
15415,314,1,555.81,1,3,3,3,At Risk
15416,65,0.5,3370.52,3,1,5,3,Potential Loyalists
15417,86,1,508.80000000000013,2,3,3,3,Customers Needing Attention
15419,25,1,135.86,4,3,1,2,Potential Loyalists
15421,59,0.44444444444444442,950.36000000000013,3,1,4,3,Potential Loyalists
15422,324,2,97.7,1,5,1,3,At Risk
15423,39,1,43.5,3,3,1,2,Customers Needing Attention
15424,255,2,383.34000000000003,1,5,2,4,Cant Lose Them
15426,20,0.41666666666666669,1247.3399999999997,4,1,4,3,Potential Loyalists
15427,34,1.5,1359.8399999999997,3,5,4,5,Loyal Customers
15428,16,1,93.78,4,3,1,2,Potential Loyalists
15429,27,0.66666666666666663,374.9,4,2,2,2,Potential Loyalists
15432,24,1,171.19,4,3,1,2,Potential Loyalists
15433,214,0.66666666666666663,533.3,1,2,3,3,At Risk
15434,9,0.625,1028.98,5,2,4,3,Loyal Customers
15435,23,1,125.84000000000002,4,3,1,2,Potential Loyalists
15436,13,0.375,1030.73,5,1,4,3,Loyal Customers
15437,263,1,191.66000000000003,1,3,1,2,Hibernating
15438,132,1,137.13,2,3,1,2,Customers Needing Attention
15440,55,0.5,307.18,3,1,2,2,Customers Needing Attention
15442,249,1,594,1,3,3,3,At Risk
15443,2,0.58333333333333337,2941.0599999999995,5,2,5,4,Champions
15444,10,1,1309.46,5,3,4,4,Champions
15445,265,1,68.1,1,3,1,2,Hibernating
15447,331,1,129.67,1,3,1,2,Hibernating
15448,313,1,405.04000000000008,1,3,2,3,At Risk
15449,27,0.33333333333333331,954.61999999999989,4,1,4,3,Potential Loyalists
15450,31,1,404.84,4,3,2,3,Potential Loyalists
15452,30,0.33333333333333331,511.03,4,1,3,2,Potential Loyalists
15453,2,1,1272.6699999999998,5,3,4,4,Champions
15454,363,1,157.20000000000002,1,3,1,2,Hibernating
15456,284,0.75,421.71999999999997,1,2,2,2,Hibernating
15457,263,1,217.17000000000002,1,3,1,2,Hibernating
15458,26,1,161.64,4,3,1,2,Potential Loyalists
15460,355,1,185.56,1,3,1,2,Hibernating
15462,95,0.75,234.60000000000002,2,2,2,2,Customers Needing Attention
15463,30,1,126.14,4,3,1,2,Potential Loyalists
15464,339,1,773.10000000000025,1,3,3,3,At Risk
15465,20,1.5,3020.0200000000004,4,5,5,5,Champions
15466,86,1,324.5800000000001,2,3,2,3,Customers Needing Attention
15467,10,0.6,499.92999999999995,5,2,3,3,Loyal Customers
15468,52,1,426.80999999999995,3,3,2,3,Potential Loyalists
15469,51,0.66666666666666663,355.75000000000006,3,2,2,2,Customers Needing Attention
15471,3,1,460.97999999999985,5,3,3,3,Loyal Customers
15472,114,1,351.66000000000014,2,3,2,3,Customers Needing Attention
15473,15,3.5,1771.2,4,5,4,5,Champions
15475,78,1,406.30999999999989,2,3,2,3,Customers Needing Attention
15478,41,2,1186.4700000000003,3,5,4,5,Loyal Customers
15480,117,1,611.05000000000007,2,3,3,3,Customers Needing Attention
15482,16,0.91666666666666663,8752.36,4,3,5,4,Loyal Customers
15483,162,0.8,225.31000000000006,2,3,2,3,Customers Needing Attention
15484,2,1,3451.01,5,3,5,4,Champions
15485,31,0.25,2030.4,4,1,5,3,Potential Loyalists
15488,93,1,76.320000000000007,2,3,1,2,Customers Needing Attention
15489,23,0.42857142857142855,1002.5299999999999,4,1,4,3,Potential Loyalists
15491,96,1,2725.0899999999997,2,3,5,4,At Risk
15492,29,0.66666666666666663,518.66,4,2,3,3,Potential Loyalists
15493,33,0.55555555555555558,1568.8,4,2,4,3,Potential Loyalists
15494,22,0.5,1224.4800000000002,4,1,4,3,Potential Loyalists
15497,18,0.18181818181818182,1087,4,1,4,3,Potential Loyalists
15498,3,2,12133.499999999998,5,5,5,5,Champions
15500,9,1,937.81,5,3,4,4,Champions
15502,16,0.75,5297.5300000000007,4,2,5,4,Loyal Customers
15503,363,1,128.64000000000004,1,3,1,2,Hibernating
15504,82,1,52.830000000000013,2,3,1,2,Customers Needing Attention
15505,53,1.25,3610.96,3,5,5,5,Loyal Customers
15506,23,0.6,969.30999999999983,4,2,4,3,Potential Loyalists
15507,172,1,386.01000000000005,2,3,2,3,Customers Needing Attention
15508,190,2,868.42000000000007,1,5,4,5,Cant Lose Them
15511,12,1.6666666666666667,670.43000000000006,5,5,3,4,Champions
15512,156,0.25,121,2,1,1,1,About to Sleep
15513,34,1.5833333333333333,12643.920000000002,3,5,5,5,Loyal Customers
15514,13,0.91666666666666663,4121.5599999999995,5,3,5,4,Champions
15516,45,3,53.930000000000007,3,5,1,3,Potential Loyalists
15517,234,1,254.27999999999997,1,3,2,3,At Risk
15518,65,0.8,1829.75,3,3,4,4,Loyal Customers
15520,2,1,343.49999999999994,5,3,2,3,Loyal Customers
15521,41,0.875,2288.4500000000003,3,3,5,4,Loyal Customers
15522,33,0.66666666666666663,398.84000000000003,4,2,2,2,Potential Loyalists
15523,85,1,403.50999999999993,2,3,2,3,Customers Needing Attention
15525,3,0.23076923076923078,660.87000000000012,5,1,3,2,Potential Loyalists
15526,34,1,9.14,3,3,1,2,Customers Needing Attention
15527,19,0.66666666666666663,1732.3300000000002,4,2,4,3,Potential Loyalists
15528,255,1,219.37999999999994,1,3,2,3,At Risk
15529,23,0.91666666666666663,3850.2799999999997,4,3,5,4,Loyal Customers
15530,22,0.5,1322.1999999999998,4,1,4,3,Potential Loyalists
15531,9,1,1800.7900000000002,5,3,4,4,Champions
15532,26,0.33333333333333331,1201.1299999999997,4,1,4,3,Potential Loyalists
15533,20,1,663.61999999999989,4,3,3,3,Potential Loyalists
15535,174,0.66666666666666663,404.54999999999995,2,2,2,2,Customers Needing Attention
15537,164,1,93.970000000000027,2,3,1,2,Customers Needing Attention
15539,8,1,538.46,5,3,3,3,Loyal Customers
15540,12,1,213.30000000000004,5,3,1,2,Potential Loyalists
15541,115,1,85.130000000000024,2,3,1,2,Customers Needing Attention
15543,289,1,117.91,1,3,1,2,Hibernating
15544,10,0.75,3521.21,5,2,5,4,Champions
15545,55,0.18181818181818182,257.27,3,1,2,2,Customers Needing Attention
15547,8,1,4421.9400000000005,5,3,5,4,Champions
15549,78,0.33333333333333331,1421.0099999999998,2,1,4,3,Customers Needing Attention
15550,5,0.36363636363636365,499.13,5,1,3,2,Potential Loyalists
15551,37,1,326.60999999999996,3,3,2,3,Potential Loyalists
15552,218,1,90.12,1,3,1,2,Hibernating
15553,61,1,398.87999999999994,3,3,2,3,Potential Loyalists
15554,278,1,146.29999999999998,1,3,1,2,Hibernating
15555,13,1.3333333333333333,4220.7199999999993,5,5,5,5,Champions
15556,25,1,251.36999999999998,4,3,2,3,Potential Loyalists
15557,29,1,371,4,3,2,3,Potential Loyalists
15561,12,0.5714285714285714,543.1400000000001,5,2,3,3,Loyal Customers
15562,352,1,134.55,1,3,1,2,Hibernating
15563,23,0.33333333333333331,1299.6900000000005,4,1,4,3,Potential Loyalists
15565,51,1,173.16000000000003,3,3,1,2,Customers Needing Attention
15567,19,1,171.06000000000003,4,3,1,2,Potential Loyalists
15568,3,0.75,724.3900000000001,5,2,3,3,Loyal Customers
15569,104,0.625,1362.9599999999998,2,2,4,3,Customers Needing Attention
15570,8,0.92307692307692313,3511.0699999999993,5,3,5,4,Champions
15571,12,1.3333333333333333,641.93000000000006,5,5,3,4,Champions
15572,5,0.7,2047.9099999999999,5,2,5,4,Champions
15573,32,0.66666666666666663,497.54999999999995,4,2,3,3,Potential Loyalists
15574,178,0.5714285714285714,511.40000000000009,2,2,3,3,Customers Needing Attention
15576,38,1,850.47000000000014,3,3,4,4,Loyal Customers
15577,152,0.5,233.37999999999997,2,1,2,2,Customers Needing Attention
15578,163,1,127.1,2,3,1,2,Customers Needing Attention
15579,69,0.2,310.70000000000005,3,1,2,2,Customers Needing Attention
15581,157,1.25,687.63,2,5,3,4,At Risk
15582,25,0.42857142857142855,663.0100000000001,4,1,3,2,Potential Loyalists
15584,24,0.66666666666666663,649.41,4,2,3,3,Potential Loyalists
15585,177,1,455.30000000000007,2,3,3,3,Customers Needing Attention
15587,51,0.36363636363636365,913.68,3,1,4,3,Potential Loyalists
15589,256,1.5,429.63,1,5,3,4,Cant Lose Them
15592,47,1,388.58,3,3,2,3,Potential Loyalists
15593,71,1,199.8,3,3,1,2,Customers Needing Attention
15594,16,0.625,1717.8799999999999,4,2,4,3,Potential Loyalists
15596,101,0.55555555555555558,1172.7399999999998,2,2,4,3,Customers Needing Attention
15597,36,1,324.57,3,3,2,3,Potential Loyalists
15598,54,1,223.68,3,3,2,3,Potential Loyalists
15599,27,0.2857142857142857,731.99,4,1,3,2,Potential Loyalists
15601,12,1.1666666666666667,6400.21,5,5,5,5,Champions
15602,9,0.69230769230769229,1241.72,5,2,4,3,Loyal Customers
15603,79,1,48.480000000000004,2,3,1,2,Customers Needing Attention
15604,53,1,216.39000000000001,3,3,1,2,Customers Needing Attention
15605,37,0.41666666666666669,1088.8300000000002,3,1,4,3,Potential Loyalists
15606,62,0.9,2733.16,3,3,5,4,Loyal Customers
15607,337,1,87.76,1,3,1,2,Hibernating
15608,29,1,994.08,4,3,4,4,Loyal Customers
15609,185,1,268.78000000000003,1,3,2,3,At Risk
15610,52,1,112.46,3,3,1,2,Customers Needing Attention
15611,10,1,1101.15,5,3,4,4,Champions
15612,37,1,180.15,3,3,1,2,Customers Needing Attention
15615,11,1.9166666666666667,9532.24,5,5,5,5,Champions
15618,33,0.8,739.95099999999991,4,3,3,3,Potential Loyalists
15619,11,1,336.40000000000003,5,3,2,3,Loyal Customers
15620,57,0.27272727272727271,1392.33,3,1,4,3,Potential Loyalists
15621,5,2,1293.03,5,5,4,5,Champions
15622,44,1.125,3178.41,3,5,5,5,Loyal Customers
15623,142,1,261.23,2,3,2,3,Customers Needing Attention
15624,117,0.66666666666666663,532.78,2,2,3,3,Customers Needing Attention
15625,104,0.8,1534.2600000000002,2,3,4,4,At Risk
15626,75,0.22222222222222221,635.99999999999989,2,1,3,2,Customers Needing Attention
15628,5,0.69230769230769229,2870.24,5,2,5,4,Champions
15630,46,0.33333333333333331,1032.9499999999998,3,1,4,3,Potential Loyalists
15632,16,0.88888888888888884,3285.31,4,3,5,4,Loyal Customers
15634,18,1,243.55,4,3,2,3,Potential Loyalists
15636,90,0.2857142857142857,653.16000000000008,2,1,3,2,Customers Needing Attention
15637,53,1,223.36,3,3,2,3,Potential Loyalists
15639,135,1,209.82000000000002,2,3,1,2,Customers Needing Attention
15640,5,1.1538461538461537,10502.709999999997,5,5,5,5,Champions
15641,106,0.44444444444444442,1887.1999999999998,2,1,5,3,Customers Needing Attention
15643,192,0.75,465.15,1,2,3,3,At Risk
15644,167,1,795.1,2,3,3,3,Customers Needing Attention
15645,19,1,612.00999999999976,4,3,3,3,Potential Loyalists
15646,158,0.375,392.28999999999996,2,1,2,2,Customers Needing Attention
15648,205,0.66666666666666663,541.05,1,2,3,3,At Risk
15649,337,1,816,1,3,3,3,At Risk
15651,37,0.33333333333333331,646.3,3,1,3,2,Customers Needing Attention
15652,92,1,317.84000000000003,2,3,2,3,Customers Needing Attention
15653,93,1,877.43999999999994,2,3,4,4,At Risk
15654,10,2,907.5300000000002,5,5,4,5,Champions
15655,244,1,497.37000000000006,1,3,3,3,At Risk
15656,46,0.44444444444444442,633,3,1,3,2,Customers Needing Attention
15657,23,1,30,4,3,1,2,Potential Loyalists
15658,191,0.5714285714285714,663.85000000000014,1,2,3,3,At Risk
15659,44,1,306.45000000000005,3,3,2,3,Potential Loyalists
15660,26,0.75,1575.3600000000001,4,2,4,3,Potential Loyalists
15661,318,2,309.79999999999995,1,5,2,4,Cant Lose Them
15663,107,1,138.14000000000001,2,3,1,2,Customers Needing Attention
15664,51,1,311.43,3,3,2,3,Potential Loyalists
15665,169,0.66666666666666663,2179.26,2,2,5,4,At Risk
15667,40,1,301.32000000000005,3,3,2,3,Potential Loyalists
15668,218,1,76.320000000000007,1,3,1,2,Hibernating
15669,41,0.5,641.84,3,1,3,2,Customers Needing Attention
15670,297,1,173.05,1,3,1,2,Hibernating
15671,19,0.77777777777777779,2564.73,4,3,5,4,Loyal Customers
15673,89,0.44444444444444442,2322.57,2,1,5,3,Customers Needing Attention
15674,74,0.5714285714285714,1953.9899999999998,2,2,5,4,At Risk
15675,82,0.42857142857142855,281.24,2,1,2,2,Customers Needing Attention
15676,19,0.33333333333333331,3061.96,4,1,5,3,Potential Loyalists
15677,50,1,597.43000000000006,3,3,3,3,Potential Loyalists
15678,53,1,352.70000000000005,3,3,2,3,Potential Loyalists
15679,25,0.66666666666666663,781.27999999999975,4,2,3,3,Potential Loyalists
15680,10,0.25,1323.73,5,1,4,3,Loyal Customers
15681,26,0.55555555555555558,1358.16,4,2,4,3,Potential Loyalists
15683,118,1,193.75,2,3,1,2,Customers Needing Attention
15687,9,0.75,2440.05,5,2,5,4,Champions
15689,120,0.22222222222222221,254.1,2,1,2,2,Customers Needing Attention
15690,5,0.4,239.76,5,1,2,2,Potential Loyalists
15691,253,1,136.8,1,3,1,2,Hibernating
15692,29,1,191.04000000000002,4,3,1,2,Potential Loyalists
15694,1,1,4826.4000000000005,5,3,5,4,Champions
15695,267,2,371.73,1,5,2,4,Cant Lose Them
15696,34,0.72727272727272729,2332.71,3,2,5,4,Loyal Customers
15699,18,1,216.90000000000003,4,3,1,2,Potential Loyalists
15700,173,2,639.92999999999961,2,5,3,4,At Risk
15701,3,0.8,1267.6399999999999,5,3,4,4,Champions
15703,265,1,211.5,1,3,1,2,Hibernating
15704,141,1.3333333333333333,2022.47,2,5,5,5,At Risk
15705,202,1,143.10000000000002,1,3,1,2,Hibernating
15706,65,1,794.7600000000001,3,3,3,3,Potential Loyalists
15707,36,1.3333333333333333,868.98,3,5,4,5,Loyal Customers
15708,41,0.63636363636363635,2873.1400000000003,3,2,5,4,Loyal Customers
15709,284,1,133.25,1,3,1,2,Hibernating
15712,10,0.5,1024.16,5,1,4,3,Loyal Customers
15713,144,0.25,266.6,2,1,2,2,Customers Needing Attention
15714,12,0.66666666666666663,271.18,5,2,2,2,Potential Loyalists
15716,146,0.5,1101.81,2,1,4,3,Customers Needing Attention
15717,235,1,150.3,1,3,1,2,Hibernating
15719,33,1.1818181818181819,4984.9099999999989,4,5,5,5,Champions
15720,25,1,483.92999999999984,4,3,3,3,Potential Loyalists
